Tabla,PaginaPDF,EdadMinMeses,EdadMaxMeses,Area,Subarea,PDTexto,PDMin,PDMax,LimiteSuperiorAbierto,Percentil,EstadoRevision,ConfianzaExtraccion,HojaFuente,CeldaFuente,TextoFuente,IncidenciaOCR
N-52,,,,,,11,11,11,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1140,11 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1140,10 9,
N-52,,,,,,36-47,36,47,False,20,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1140,36-47 20,
N-52,,,,,,20,20,20,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1140,20 19,
N-52,,,,,,19,19,19,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1140,19 17,
N-52,,,,,,48-59,48,59,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1141,48-59 31,
N-52,,,,,,31,31,31,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1141,31 29,
N-52,,,,,,29,29,29,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1141,29 27,
N-52,,,,,,48-59,48,59,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1141,48-59 29,
N-52,,,,,,29,29,29,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1141,29 27,
N-52,,,,,,27,27,27,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1141,27 26,
N-52,,,,,,48-59,48,59,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1141,48-59 13,
N-52,,,,,,13,13,13,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1141,13 13,
N-52,,,,,,13,13,13,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1141,13 12,
N-52,,,,,,48-59,48,59,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1141,48-59 14,
N-52,,,,,,14,14,14,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1141,14 14,
N-52,,,,,,14,14,14,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1141,14 13,
N-52,,,,,,48-59,48,59,False,28,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1141,48-59 28,
N-52,,,,,,28,28,28,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1141,28 26,
N-52,,,,,,26,26,26,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1141,26 25,
N-52,,,,,,60-71,60,71,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1142,60-71 35,
N-52,,,,,,35,35,35,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1142,35 34,
N-52,,,,,,34,34,34,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1142,34 32,
N-52,,,,,,60-71,60,71,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1142,60-71 31,
N-52,,,,,,31,31,31,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1142,31 29,
N-52,,,,,,29,29,29,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1142,29 27,
N-52,,,,,,60-71,60,71,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1142,60-71 15,
N-52,,,,,,15,15,15,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1142,15 14,
N-52,,,,,,14,14,14,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1142,14 14,
N-52,,,,,,60-71,60,71,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1142,60-71 17,
N-52,,,,,,17,17,17,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1142,17 16,
N-52,,,,,,16,16,16,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1142,16 15,
N-52,,,,,,60-71,60,71,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1142,60-71 32,
N-52,,,,,,32,32,32,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1142,32 31,
N-52,,,,,,31,31,31,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1142,31 29,
N-52,,,,,,72-83,72,83,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1143,72-83 37,
N-52,,,,,,37,37,37,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1143,37 36,
N-52,,,,,,36,36,36,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1143,36 36,
N-52,,,,,,72-83,72,83,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1143,72-83 36,
N-52,,,,,,36,36,36,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1143,36 35,
N-52,,,,,,35,35,35,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1143,35 35,
N-52,,,,,,72-83,72,83,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1143,72-83 17,
N-52,,,,,,17,17,17,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1143,17 16,
N-52,,,,,,16,16,16,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1143,16 15,
N-52,,,,,,72-83,72,83,False,20,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1143,72-83 20,
N-52,,,,,,20,20,20,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1143,20 19,
N-52,,,,,,19,19,19,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1143,19 18,
N-52,,,,,,72-83,72,83,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1143,72-83 36,
N-52,,,,,,36,36,36,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1143,36 35,
N-52,,,,,,35,35,35,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1143,35 34,
N-52,,,,,,84-95,84,95,False,39,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1144,84-95 39,
N-52,,,,,,39,39,39,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1144,39 38,
N-52,,,,,,38,38,38,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1144,38 38,
N-52,,,,,,84-95,84,95,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1144,84-95 38,
N-52,,,,,,38,38,38,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1144,38 37,
N-52,,,,,,37,37,37,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1144,37 37,
N-52,,,,,,84-95,84,95,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1144,84-95 18,
N-52,,,,,,18,18,18,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1144,18 17,
N-52,,,,,,17,17,17,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1144,17 16,
N-52,,,,,,84-95,84,95,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1144,84-95 21,
N-52,,,,,,21,21,21,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1144,21 21,
N-52,,,,,,21,21,21,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1144,21 21,
N-52,,,,,,84-95,84,95,False,39,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1144,84-95 39,
N-52,,,,,,39,39,39,False,39,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1144,39 39,
N-52,,,,,,39,39,39,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1144,39 38,
N-52,,,,,,6-11,6,11,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1149,6-11 2,
N-52,,,,,,2,2,2,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1149,2 2,
N-52,,,,,,2,2,2,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1149,2 1,
N-52,,,,,,6-11,6,11,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1149,6-11 2,
N-52,,,,,,2,2,2,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1149,2 1,
N-52,,,,,,1,1,1,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1149,1 1,
N-52,,,,,,6-11,6,11,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1149,6-11 4,
N-52,,,,,,4,4,4,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1149,4 3,
N-52,,,,,,3,3,3,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1149,3 2,
N-52,,,,,,6-11,6,11,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1149,6-11 7,
N-52,,,,,,7,7,7,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1149,7 6,
N-52,,,,,,6,6,6,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1149,6 5,
N-52,,,,,,6-11,6,11,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1149,6-11 35,
N-52,,,,,,35,35,35,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1149,35 30,
N-52,,,,,,30,30,30,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1149,30 26,
N-52,,,,,,12-17,12,17,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1150,12-17 4,
N-52,,,,,,4,4,4,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1150,4 3,
N-52,,,,,,3,3,3,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1150,3 2,
N-52,,,,,,12-17,12,17,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1150,12-17 3,
N-52,,,,,,3,3,3,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1150,3 2,
N-52,,,,,,2,2,2,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1150,2 2,
N-52,,,,,,12-17,12,17,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1150,12-17 7,
N-52,,,,,,7,7,7,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1150,7 5,
N-52,,,,,,5,5,5,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1150,5 4,
N-52,,,,,,12-17,12,17,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1150,12-17 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1150,10 9,
N-52,,,,,,9,9,9,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1150,9 8,
N-52,,,,,,12-17,12,17,False,50,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1150,12-17 50,
N-52,,,,,,50,50,50,False,46,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1150,50 46,
N-52,,,,,,46,46,46,False,42,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1150,46 42,
N-52,,,,,,18-23,18,23,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1151,18-23 6,
N-52,,,,,,6,6,6,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1151,6 6,
N-52,,,,,,6,6,6,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1151,6 5,
N-52,,,,,,18-23,18,23,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1151,18-23 6,
N-52,,,,,,6,6,6,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1151,6 5,
N-52,,,,,,5,5,5,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1151,5 5,
N-52,,,,,,18-23,18,23,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1151,18-23 11,
N-52,,,,,,11,11,11,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1151,11 11,
N-52,,,,,,11,11,11,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1151,11 10,
N-52,,,,,,18-23,18,23,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1151,18-23 11,
N-52,,,,,,11,11,11,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1151,11 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1151,10 9,
N-52,,,,,,18-23,18,23,False,67,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CW1151,18-23 67,
N-52,,,,,,67,67,67,False,62,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1151,67 62,
N-52,,,,,,62,62,62,False,57,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1151,62 57,
N-52,,,,,,24-35,24,35,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1152,24-35 8,
N-52,,,,,,8,8,8,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1152,8 7,
N-52,,,,,,7,7,7,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1152,7 6,
N-52,,,,,,24-35,24,35,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1152,24-35 7,
N-52,,,,,,7,7,7,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1152,7 7,
N-52,,,,,,7,7,7,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1152,7 6,
N-52,,,,,,24-35,24,35,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1152,24-35 15,
N-52,,,,,,15,15,15,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1152,15 14,
N-52,,,,,,14,14,14,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1152,14 12,
N-52,,,,,,24-35,24,35,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1152,24-35 16,
N-52,,,,,,16,16,16,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1152,16 15,
N-52,,,,,,15,15,15,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1152,15 14,
N-52,,,,,,89,89,89,False,85,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1152,89 85,
N-52,,,,,,36-47,36,47,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1153,36-47 9,
N-52,,,,,,9,9,9,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1153,9 8,
N-52,,,,,,8,8,8,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1153,8 7,
N-52,,,,,,36-47,36,47,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1153,36-47 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1153,10 9,
N-52,,,,,,9,9,9,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1153,9 8,
N-52,,,,,,36-47,36,47,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1153,36-47 19,
N-52,,,,,,19,19,19,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1153,19 17,
N-52,,,,,,17,17,17,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1153,17 16,
N-52,,,,,,36-47,36,47,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1153,36-47 19,
N-52,,,,,,19,19,19,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1153,19 17,
N-52,,,,,,17,17,17,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1153,17 15,
N-52,,,,,,108,108,108,False,99,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DB1153,108 99,
N-52,,,,,,99,99,99,False,91,PENDIENTE_REVISION_VISUAL,0.55,Table 1,DE1153,99 91,
N-52,,,,,,48-59,48,59,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1154,48-59 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1154,10 9,
N-52,,,,,,9,9,9,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1154,9 8,
N-52,,,,,,48-59,48,59,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1154,48-59 12,
N-52,,,,,,12,12,12,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1154,12 10,
N-52,,,,,,10,10,10,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1154,10 9,
N-52,,,,,,48-59,48,59,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1154,48-59 23,
N-52,,,,,,23,23,23,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1154,23 21,
N-52,,,,,,21,21,21,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1154,21 19,
N-52,,,,,,48-59,48,59,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1154,48-59 26,
N-52,,,,,,26,26,26,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1154,26 25,
N-52,,,,,,25,25,25,False,24,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1154,25 24,
N-52,,,,,,60-71,60,71,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1155,60-71 12,
N-52,,,,,,12,12,12,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1155,12 11,
N-52,,,,,,11,11,11,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1155,11 10,
N-52,,,,,,60-71,60,71,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1155,60-71 13,
N-52,,,,,,13,13,13,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1155,13 12,
N-52,,,,,,12,12,12,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1155,12 11,
N-52,,,,,,60-71,60,71,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1155,60-71 25,
N-52,,,,,,25,25,25,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1155,25 23,
N-52,,,,,,23,23,23,False,22,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1155,23 22,
N-52,,,,,,60-71,60,71,False,28,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1155,60-71 28,
N-52,,,,,,28,28,28,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1155,28 27,
N-52,,,,,,27,27,27,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1155,27 26,
N-52,,,,,,72-83,72,83,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1156,72-83 16,
N-52,,,,,,16,16,16,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1156,16 15,
N-52,,,,,,15,15,15,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1156,15 15,
N-52,,,,,,72-83,72,83,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1156,72-83 15,
N-52,,,,,,15,15,15,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1156,15 14,
N-52,,,,,,14,14,14,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1156,14 13,
N-52,,,,,,72-83,72,83,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1156,72-83 32,
N-52,,,,,,32,32,32,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1156,32 31,
N-52,,,,,,31,31,31,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1156,31 30,
N-52,,,,,,72-83,72,83,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1156,72-83 30,
N-52,,,,,,30,30,30,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1156,30 29,
N-52,,,,,,29,29,29,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1156,29 27,
N-52,,,,,,84-95,84,95,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1157,84-95 17,
N-52,,,,,,17,17,17,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S1157,17 16,
N-52,,,,,,16,16,16,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z1157,16 16,
N-52,,,,,,84-95,84,95,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AJ1157,84-95 16,
N-52,,,,,,16,16,16,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AP1157,16 15,
N-52,,,,,,15,15,15,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AV1157,15 14,
N-52,,,,,,84-95,84,95,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BG1157,84-95 33,
N-52,,,,,,33,33,33,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BM1157,33 32,
N-52,,,,,,32,32,32,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BR1157,32 31,
N-52,,,,,,84-95,84,95,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CC1157,84-95 33,
N-52,,,,,,33,33,33,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CH1157,33 32,
N-52,,,,,,32,32,32,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CN1157,32 31,
N-52,,,,,,40,40,40,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,I1166,40 40,
N-52,,,,,,40,40,40,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,N1166,40 18,
N-52,,,,,,18,18,18,False,22,PENDIENTE_REVISION_VISUAL,0.55,Table 1,V1166,18 22,
N-52,,,,,,22,22,22,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AB1166,22 40,
N-52,,,,,,40,40,40,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AI1166,40 18,
N-52,,,,,,18,18,18,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AN1166,18 18,
N-52,,,,,,18,18,18,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AT1166,18 36,
N-52,,,,,,36,36,36,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AZ1166,36 36,
N-52,,,,,,0-3,0,3,False,0,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1171,0-3 o,
N-52,,,,,,102-103,102,103,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1171,102-103 30,
N-52,,,,,,160,160,160,False,60,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1171,160 60,
N-52,,,,,,4-7,4,7,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1172,4-7 1,
N-52,,,,,,104-105,104,105,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1172,104-105 31,
N-52,,,,,,161,161,161,False,61,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1172,161 61,
N-52,,,,,,8-11,8,11,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1173,8-11 2,
N-52,,,,,,106-107,106,107,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1173,106-107 32,
N-52,,,,,,162,162,162,False,62,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1173,162 62,
N-52,,,,,,12-17,12,17,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1174,12-17 3,
N-52,,,,,,108-109,108,109,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1174,108-109 33,
N-52,,,,,,163,163,163,False,63,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1174,163 63,
N-52,,,,,,18-23,18,23,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1175,18-23 4,
N-52,,,,,,110-111,110,111,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1175,110-111 34,
N-52,,,,,,164,164,164,False,64,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1175,164 64,
N-52,,,,,,24-29,24,29,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1176,24-29 5,
N-52,,,,,,112-113,112,113,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1176,112-113 35,
N-52,,,,,,165,165,165,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1176,165 65,
N-52,,,,,,30-35,30,35,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1177,30-35 6,
N-52,,,,,,114-115,114,115,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1177,114-115 36,
N-52,,,,,,166,166,166,False,66,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1177,166 66,
N-52,,,,,,36-41,36,41,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1178,36-41 7,
N-52,,,,,,116-117,116,117,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1178,116-117 37,
N-52,,,,,,167,167,167,False,67,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1178,167 67,
N-52,,,,,,42-45,42,45,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1179,42-45 8,
N-52,,,,,,118-119,118,119,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1179,118-119 38,
N-52,,,,,,168,168,168,False,68,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1179,168 68,
N-52,,,,,,46-47,46,47,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1180,46-47 9,
N-52,,,,,,120-121,120,121,False,39,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1180,120-121 39,
N-52,,,,,,169-170,169,170,False,69,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1180,169-170 69,
N-52,,,,,,48-49,48,49,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1181,48-49 10,
N-52,,,,,,122-123,122,123,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1181,122-123 40,
N-52,,,,,,171,171,171,False,70,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1181,171 70,
N-52,,,,,,50-51,50,51,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1182,50-51 11,
N-52,,,,,,124-125,124,125,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1182,124-125 41,
N-52,,,,,,172,172,172,False,71,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1182,172 71,
N-52,,,,,,52-53,52,53,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1183,52-53 12,
N-52,,,,,,126-127,126,127,False,42,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1183,126-127 42,
N-52,,,,,,173,173,173,False,72,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1183,173 72,
N-52,,,,,,54-55,54,55,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1184,54-55 13,
N-52,,,,,,128-129,128,129,False,43,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1184,128-129 43,
N-52,,,,,,174-175,174,175,False,73,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ1184,174-175 73,
N-52,,,,,,56-57,56,57,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M1185,56-57 14,
N-52,,,,,,130-132,130,132,False,44,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL1185,130-132 44,
